word,spelling_label
ऐड्वेंचर,incorrect
ऐड्स,correct
ऐण्ड,correct
ऐतना,correct
ऐतराज,correct
ऐतवार,correct
ऐता,correct
ऐताहासिक,incorrect
ऐति,correct
ऐतिकासिक,incorrect
ऐतियातन,correct
ऐतियाशिक,correct
ऐतिसाहिक,correct
ऐतिसिक,correct
ऐतिहकीक,correct
ऐतिहतिक,correct
ऐतिहसिक,incorrect
ऐतिहा,correct
ऐतिहा-,correct
ऐतिहात,correct
ऐतिहातन,correct
ऐतिहास,correct
ऐतिहासिक,correct
ऐतिहासिकता,incorrect
ऐतिहासिल,incorrect
ऐतिहासीक,incorrect
ऐती,correct
ऐथ,correct
ऐथनिक,correct
ऐथर,correct
ऐथलीट,correct
ऐथि,correct
ऐथिक्स,correct
ऐथी,correct
ऐथे,correct
ऐदा,correct
ऐदे,correct
ऐन,correct
ऐन_,correct
ऐन_जी_ओ,correct
ऐन_जी_ओस,correct
ऐन_सी_आर_टी,correct
ऐन_सी_सी,correct
ऐनआईटी,correct
ऐनक,correct
ऐनकरेज,correct
ऐनरजेटिक,correct
ऐनलाइज़,correct
ऐनलिटिक्स,correct
ऐनसर,correct
ऐना,correct
ऐनाक,correct
ऐनालाइज,correct
ऐनालाइज़,correct
ऐनालाईज,correct
ऐनिथिंग,incorrect
ऐनिथिगं,correct
ऐनिवेयर,correct
ऐनी,correct
ऐनीमे,correct
ऐनीवर्सरी,correct
ऐनुअल,correct
ऐनुल,correct
ऐनुवल,correct
ऐनूअल,correct
ऐने,correct
ऐनेलोरा,correct
ऐन्टरटेनमेन्ट,correct
ऐन्टीना,correct
ऐन्ड,correct
ऐन्में,incorrect
ऐन्वोल्व,correct
ऐन्शन्ट,correct
ऐन्सर,correct
ऐन्सीडेन्ड,correct
ऐन्हा,correct
ऐप,correct
ऐपरिसिएशंन,correct
ऐपल,correct
ऐपलिकेबल,correct
ऐपशो,correct
ऐपस,correct
ऐपा,correct
ऐपों,incorrect
ऐप्,incorrect
ऐप्टिट्यूड,correct
ऐप्टी,correct
ऐप्प,correct
ऐप्पल,correct
ऐप्रनु,correct
ऐप्रा,correct
ऐप्रिशिएट,correct
ऐप्रिशियेट,correct
ऐप्रिसिएशन,correct
ऐप्रेसिएट,correct
ऐप्रॉक्स,correct
ऐप्लकैशन,correct
ऐप्लाई,correct
ऐप्लिकेशन,correct
ऐप्लीकेशन,incorrect
ऐप्स,correct
ऐप्सेंट,incorrect
ऐफ,correct
ऐफ_एम,correct
ऐफर्ट,correct
ऐफ़ॉर्ड,correct
ऐफिसीएंसी,correct
ऐफ्टर्नून,correct
ऐब,correct
ऐबक,correct
ऐबनोर्मल,correct
ऐबलेबल,correct
ऐबिबिलटी,correct
ऐबी,correct
ऐबीटली,correct
ऐब्स,correct
ऐब्सेन्ट,correct
ऐभी,correct
ऐम,correct
"ऐम,या",correct
"ऐम,सपनों",incorrect
ऐम.एन,correct
ऐमज़ॉन,correct
ऐमबिशन,correct
ऐमबीबी,correct
ऐमरजंसी,correct
ऐमा,correct
ऐमाज़ों,incorrect
ऐमेजिंग,incorrect
ऐमोशन,correct
ऐम्बिशन,correct
ऐम्म,correct
ऐम्स,correct
ऐमज़ान,correct
ऐयर,correct
ऐया,correct
ऐरड्रॉप,correct
ऐरथ,correct
ऐरन,correct
ऐरन्त,correct
ऐरफॉर्स,correct
ऐरर,correct
ऐररसी,correct
ऐरला,correct
ऐरा,correct
ऐरिंग,incorrect
ऐरिया,correct
ऐरिये,correct
ऐरियों,incorrect
ऐरी,correct
ऐरे,correct
ऐरो,correct
ऐरोनॉटिक्स,correct
ऐरोप्रेन,correct
ऐरोप्लाने,correct
ऐरोप्लेन,correct
ऐल,correct
ऐलके,correct
ऐलन,correct
ऐलबो,correct
ऐलव,correct
ऐला,correct
ऐलाआउट,correct
ऐलाउ,correct
ऐलान,correct
ऐलिफेंट,incorrect
ऐली,correct
ऐलीट,correct
ऐलीमेंट,incorrect
ऐलो,correct
ऐलोपथिक,correct
ऐलोरा,correct
ऐलोवेरा,correct
ऐल्कोहॉल,correct
ऐल्डर्स,correct
ऐल्प,correct
ऐव,correct
ऐवरेज,correct
ऐवापुरेट,correct
ऐवी,correct
ऐवे,correct
ऐवेंंचुअली,incorrect
ऐवेलेबल,correct
ऐवो,correct
ऐव्रिज,correct
ऐश,correct
ऐशच,correct
ऐशवर्या,correct
ऐशा,correct
ऐशे,correct
ऐशेअ,correct
ऐशेम,correct
ऐशो,correct
ऐशों,incorrect
ऐश्वर्या,correct
ऐस,correct
ऐस-,correct
ऐस-ऐसे,correct
ऐस_आई_पी,correct
ऐस_एम_ऐस,correct
ऐस_एस_सी,correct
ऐस_सी_,correct
ऐसक,correct
ऐसका,correct
ऐसकेशन,correct
ऐसटीज़,correct
ऐसतो,correct
ऐसन,correct
ऐसपी,correct
ऐसर,correct
ऐसल,correct
ऐसव,correct
ऐससे,correct
ऐसहज,correct
ऐसहमत,correct
ऐसहारतालीका,correct
ऐसा,correct
"ऐसा,कुछ",correct
"ऐसा,नहीं",incorrect
"ऐसा,मेरा",correct
"ऐसा,यह",correct
ऐसा-,correct
ऐसा-ऐसा,correct
ऐसा-ऐसे,correct
ऐसा-भी,correct
ऐसा-ैसा,correct
ऐसांस,incorrect
ऐसाअ,correct
ऐसाअहह,correct
ऐसाइ,correct
ऐसाइड,correct
ऐसाइनमेट,correct
ऐसाइनेंट,incorrect
ऐसाई,correct
ऐसाऐसा,correct
ऐसाकहीं,incorrect
ऐसान,correct
ऐसाब,correct
ऐसाबताया,correct
ऐसाम,correct
ऐसायमेंट,incorrect
ऐसार,correct
ऐसाव,correct
ऐसावैसा,correct
ऐसास,correct
ऐसाह,correct
ऐसाही,correct
ऐसाहीच,correct
ऐसाैऐसा,incorrect
ऐसा‌,correct
ऐसि,correct
ऐसिड,correct
ऐसी,correct
"ऐसी,जी,जी,बिल्कुल",correct
ऐसी-,correct
ऐसी-ऐसी,correct
ऐसीं,incorrect
ऐसीअच्छा,correct
ऐसीआदतें,incorrect
ऐसीऐसी,correct
ऐसीओं,correct
ऐसीक,correct
ऐसीज,correct
ऐसीभी,correct
ऐसीली,correct
ऐसीवैसी,correct
ऐसीस,correct
ऐसीही,correct
ऐसू,correct
ऐसे,correct
"ऐसे,और",correct
"ऐसे,तो",correct
"ऐसे,पर",correct
ऐसे-,correct
ऐसे-ऐसी,correct
ऐसे-ऐसे,correct
ऐसे-कैसे,correct
ऐसे-तैसे,correct
ऐसे-वैसे,correct
ऐसे-ैसे,correct
ऐसे...अ,incorrect
ऐसे.जी,correct
ऐसे.जैसे,correct
ऐसें,incorrect
ऐसेंद्रो,incorrect
ऐसेंशियल्स,incorrect
ऐसेंस,incorrect
ऐसेअ,correct
ऐसेअहह,correct
ऐसेइ,correct
ऐसेई,correct
ऐसेऐसे,correct
ऐसेओर,correct
ऐसेकि,correct
ऐसेट,correct
ऐसेड,correct
ऐसेनहैं,incorrect
ऐसेप,correct
ऐसेप्ट,correct
ऐसेबहुत,correct
ऐसेमारी,correct
ऐसेयहाँ,correct
ऐसेव,correct
ऐसेवैसे,correct
ऐसेस,correct
ऐसेस्टी,correct
ऐसेहाति,correct
ऐसेही,correct
ऐसेे,incorrect
ऐसेेे,incorrect
ऐसेैसे,incorrect
ऐसै,correct
ऐसो,correct
ऐसों,incorrect
ऐस्,incorrect
ऐस्क्रीम,correct
ऐस्ट्रेट,correct
ऐस्ट्रोनेट,correct
ऐस्तर,correct
ऐस्तान,correct
ऐस्पिरियंस,correct
ऐस्पिरेंट,incorrect
ऐस्या,correct
ऐह,correct
ऐहट्,incorrect
ऐहट्ट,correct
ऐहतियातन,correct
ऐहसान,correct
ऐहसास,correct
ऐहे,correct
ऐहेमियत,correct
ऐहै,correct
ऐेसे,correct
ऐैप्स,incorrect
ऐैसा,correct
ऐज़,correct
ऐफ़ट,correct
ऑ,correct
ऑं,correct
ऑंख,correct
ऑंखों,incorrect
ऑंच,correct
ऑइ,correct
ऑइल,correct
ऑइली,correct
ऑउट,correct
ऑउटफिट,correct
ऑउटर,correct
ऑउर,correct
ऑउल,correct
ऑक,correct
ऑक-,correct
ऑकजनली,correct
ऑकत,correct
ऑकर,correct
ऑकवर्ड,correct
ऑकवार्ड,correct
ऑके,correct
ऑकेजन,correct
ऑकेजनली,correct
ऑकेशन,correct
ऑकेशनस,correct
ऑकेसन,correct
ऑकेस्ज़नली,correct
ऑकैशन,correct
ऑक्जिनली,correct
ऑक्टूबर,correct
ऑक्टोपस,correct
ऑक्टोबर,correct
ऑक्ट्रो,correct
ऑक्युपाई,correct
ऑक्युपेशन,correct
ऑक्यूपेशन,correct
ऑक्वर्ड,correct
ऑक्वार्ड,correct
ऑक्शंस,correct
ऑक्शन,correct
ऑक्स,correct
ऑक्सन,correct
ऑक्सनली,correct
ऑक्सफूट,correct
ऑक्सफोर्ड,correct
ऑक्साइड,correct
ऑक्सिजन,correct
ऑक्सी,correct
ऑक्सीजन,correct
ऑक्सीडेंट,incorrect
ऑक्सीनली,correct
ऑक्सीप्ट,correct
ऑखों,incorrect
ऑग,correct
ऑगस्ट,incorrect
ऑगी,correct
ऑग्गी,correct
ऑग्नेनाईज,correct
ऑच,correct
ऑट,correct
ऑटग्रैफ,correct
ऑटम,correct
ऑटमेटिक,correct
ऑटमोसफेयर,correct
ऑटर,correct
ऑटल,correct
ऑटी,correct
ऑटो,correct
ऑटोका,correct
ऑटोकेड,correct
ऑटोकैड,correct
ऑटोग्राफ,correct
ऑटोग्राफ्ट,correct
ऑटोग्राब,correct
ऑटोग्रेफ़-,correct
ऑटोज,correct
ऑटोपोग्राफ,correct
ऑटोबायोग्रा,correct
ऑटोबायोग्राफी,correct
ऑटोमस्फेयर,correct
ऑटोमॅटिक,correct
ऑटोमे,correct
ऑटोमेट,correct
ऑटोमेटकली,incorrect
ऑटोमेटिक,incorrect
ऑटोमेटिक-,correct
ऑटोमेटिकली,correct
ऑटोमेटिकहो,correct
ऑटोमेटिकॉली,incorrect
ऑटोमेटेकली,incorrect
ऑटोमेशन,correct
ऑटोमेसन,correct
ऑटोमैटिक,correct
ऑटोमैटिकलि,correct
ऑटोमैटिकली,incorrect
ऑटोमैटिक्ली,correct
ऑटोमैटेकली,correct
ऑटोमोबाइल,correct
ऑटोमोबाइल्स,correct
ऑटोरिक्शा,correct
ऑटोवाला,correct
ऑटोवाले,correct
ऑटोवालों,incorrect
ऑटोवोर्केर्स,correct
ऑटोस,correct
ऑड,correct
ऑडर,correct
ऑडर्स,correct
ऑडि-ऑडिटोरियम,correct
ऑडिएंस,correct
ऑडिओ,correct
ऑडिट,correct
ऑडिटोरियम,correct
ऑडिटोरीअम,correct
ऑडिट्स,correct
ऑडिनरि,correct
ऑडिबल,correct
ऑडिबले,correct
ऑडियंश,correct
ऑडियंस,correct
ऑडियन,correct
ऑडियन्स,correct
ऑडियबल,correct
ऑडिया,correct
ऑडियो,correct
"ऑडियो,ऑडियो",correct
ऑडियों,incorrect
ऑडियोग्राफी,correct
ऑडियोज,incorrect
ऑडियोबुक,incorrect
ऑडियोबुक्स,correct
ऑडिवल,correct
ऑडिशंस,correct
ऑडिशन,correct
ऑडी,correct
ऑडीनैंस,incorrect
ऑडीयंस,correct
ऑडेबल,correct
ऑथन्टिक,correct
ऑथर,correct
ऑथरकास्ट,correct
ऑथरवाइज,correct
ऑथराइज,correct
ऑथराइज्ड,correct
ऑथर्स,correct
ऑथानिटिसिटी,correct
ऑथेंटिक,incorrect
ऑथेंटिव,incorrect
ऑथेंटिसिटी,incorrect
ऑथेंटी,incorrect
ऑथेंटीक,incorrect
ऑथेंटीसिटी,incorrect
ऑथेंसिटी,incorrect
ऑथोरिटी,correct
ऑदरर्वाइज़,correct
ऑन,correct
ऑन-,correct
ऑनअस,correct
ऑनऑफ,correct
ऑनगोइंग,correct
ऑनटर,correct
ऑनथेटिसिटी,correct
ऑनफर्टेबल,correct
ऑनबोर्ड,correct
ऑनबोर्डिंग,incorrect
ऑनर,correct
ऑनर्,incorrect
ऑनर्गल,correct
ऑनर्स,correct
ऑनलइन,incorrect
ऑनला,correct
ऑनलाइ,incorrect
ऑनलाइट,correct
ऑनलाइन,correct
"ऑनलाइन,यूट्यूब",correct
ऑनलाइनल,incorrect
ऑनलाइनली,correct
ऑनलाइनलोग,correct
ऑनलाइनहै,correct
ऑनलाइन्स,correct
ऑनलाइल,correct
ऑनलाई,correct
ऑनलाईन,correct
ऑनली,correct
ऑनविसली,correct
ऑनवेज,correct
ऑनसेट,correct
ऑनस्टी,correct
ऑनहाइजीनिक,correct
ऑनियन,correct
ऑनिस्ट,correct
ऑनेस्ट,correct
ऑनेस्टली,correct
ऑनेस्टी,correct
ऑनोस्टली,correct
ऑन्,incorrect
ऑन्सर,correct
ऑप,correct
ऑपचारिक,correct
ऑपचुनिटी,correct
ऑपच्यरुनिटी,correct
ऑपजॉब,correct
ऑपटीऑनस,correct
ऑपन,correct
ऑपनिऑन,correct
ऑपनीयन,correct
ऑपरचयुनिटिस,correct
ऑपरच्युनिटी,correct
ऑपरट्यूनिटी,correct
ऑपरिंग,incorrect
ऑपरेट,correct
ऑपरेटर,incorrect
ऑपरेटिंग,incorrect
ऑपरेटिव,correct
ऑपरेटेड,correct
ऑपरेशंस,correct
ऑपरेशन,correct
ऑपरेशनल,incorrect
ऑपरेशनस,incorrect
ऑपरेशन्स,correct
ऑपर्चुनिटी,correct
ऑपर्च्युनि,correct
ऑपर्च्युनिटी,correct
ऑपर्च्युनिटीज,correct
ऑपर्च्युनिटीस,correct
ऑपर्टमेंट,incorrect
ऑपशंस,correct
ऑपशन,incorrect
ऑपशन्स,correct
ऑपसंन,correct
ऑपसन,correct
ऑपस्क्रिप्शन,correct
ऑपिनियन,correct
ऑपिशियल,correct
ऑपिस,correct
ऑपेनियन,correct
ऑपेशन,incorrect
ऑपोज़िट,correct
ऑपोज़िशन,correct
ऑपोजिट,correct
ऑपोजिशन,correct
ऑपोनेंट,incorrect
ऑपोरचुनिटी,correct
ऑपोर्चुनिटी,correct
ऑप्उशन,incorrect
ऑप्जर्ब,correct
ऑप्ट,correct
ऑप्टिकल,incorrect
ऑप्टिमाइज,correct
ऑप्टिमाइजेशन,correct
ऑप्टिमाइस,correct
ऑप्देशन,correct
ऑप्पी,correct
ऑप्पूर्टूनिटी,correct
ऑप्पॉर्चनेटी,correct
ऑप्पोर्तुनिटी,correct
ऑप्श,incorrect
ऑप्शंस,correct
ऑप्शन,correct
ऑप्शनल,incorrect
ऑप्शनस,incorrect
ऑप्शन्स,correct
ऑप्स,correct
ऑप्संस,correct
ऑप्सटिकल,correct
ऑप्सन,correct
ऑप्सनल,correct
ऑप्सन्स,correct
ऑप्हीशन,correct
ऑप्हैशन,correct
ऑफ,correct
ऑफ-,correct
ऑफकोर्स,correct
ऑफनाइन,correct
ऑफर,correct
ऑफरऑफ,correct
ऑफरटेबल,correct
ऑफरेटर,correct
ऑफरोडिंग,incorrect
ऑफर्ड,correct
ऑफर्मेशन,correct
ऑफर्स,correct
ऑफला,correct
ऑफलाइन,incorrect
"ऑफलाइन,मेरे",correct
ऑफलाईन,correct
ऑफली,correct
ऑफशन,correct
ऑफशर्स,correct
ऑफस,correct
ऑफसन,correct
ऑफसीजन,correct
ऑफ़,correct
ऑफ़कल,correct
ऑफ़कार्स,correct
ऑफ़र,correct
ऑफ़लाइन,correct
ऑफ़लाई,correct
ऑफ़िस,correct
ऑफ़िसर,incorrect
ऑफ़िसों,incorrect
ऑफ़ीनडेंड,incorrect
ऑफ़ेंड,incorrect
ऑफ़ोर्ड,correct
ऑफि,correct
ऑफिंग,incorrect
ऑफिक,correct
ऑफिक्सनेट,correct
ऑफिट,correct
ऑफिट्स,correct
ऑफिन,correct
ऑफियली,correct
ऑफियस्लि,correct
ऑफिश,correct
ऑफिशयल,correct
ऑफिशयली,correct
ऑफिशर,correct
ऑफिशल,correct
ऑफिशली,correct
ऑफिशियल,correct
ऑफिशियली,correct
ऑफिस,correct
ऑफिस.मैं,incorrect
ऑफिसटी,correct
ऑफिसयल,correct
ऑफिसर,incorrect
ऑफिसर्स,correct
ऑफिसल,incorrect
ऑफिसलिस्ट,correct
ऑफिसली,correct
ऑफिसवर्क,correct
ऑफिसिटल,correct
ऑफिसियनसी,correct
ऑफिसियल,correct
ऑफिसियलि,correct
ऑफिसियली,correct
ऑफिसियाल,correct
ऑफिसिलय,correct
ऑफिसिली,correct
ऑफिसेंस,incorrect
ऑफिसेज,correct
ऑफिसेस,correct
ऑफिसों,incorrect
ऑफीशियली,correct
ऑफीस,correct
ऑफीसर,correct
ऑफेंड,incorrect
ऑफेंसिव,incorrect
ऑफॉर्ड,correct
ऑफ्टर,correct
ऑफ्टरनी,correct
ऑफ्टरनून,correct
ऑफ्फर,correct
ऑफ्लाइन,correct
ऑफ्शन,correct
ऑब,correct
ऑबजर्व,correct
ऑबविऔस्ली,correct
ऑबवियस,correct
ऑबवियसलि,correct
ऑबवियसली,correct
ऑबशन,correct
ऑबियस,correct
ऑबियसली,correct
ऑबिस्ली,correct
ऑबीसली,correct
ऑब्ज,correct
ऑब्जरव,correct
ऑब्जरवे,correct
ऑब्जरवेशन,incorrect
ऑब्जर्ब,correct
ऑब्जर्व,correct
ऑब्जर्वर,correct
ऑब्जर्विंग,incorrect
ऑब्जर्वेशन,incorrect
ऑब्जर्व्,incorrect
ऑब्ज़र्व,correct
ऑब्जेकट,incorrect
ऑब्जेक्ट,correct
ऑब्जेक्टिफ़ाई,correct
ऑब्जेक्टिव,incorrect
ऑब्जेक्ट्स,incorrect
ऑब्जेक्शन,correct
ऑब्डियास्ली,correct
ऑब्बियसली,correct
ऑब्बीयस,correct
ऑब्यसली,correct
ऑब्येस,correct
ऑब्लाइज,correct
ऑब्लिगेशन,correct
ऑब्लियस्ली,correct
ऑब्वयसली,correct
ऑब्वायस,correct
ऑब्वियस,correct
ऑब्वियसलि,correct
ऑब्वियसली,correct
ऑब्वियस्ली,correct
ऑब्वुसवली,correct
ऑब्वेसली,correct
ऑब्वेस्ली,correct
ऑब्वॉयजली,correct
ऑब्वॉयसली,correct
ऑब्सटेकल,correct
ऑब्सर्व,correct
ऑब्सेशन,correct
ऑब्सेस,correct
ऑब्सेस्ड,correct
ऑमलेट,correct
ऑय,correct
ऑयल,correct
ऑयलि,correct
ऑयलिंग,incorrect
ऑयली,correct
ऑयल्स,correct
ऑर,correct
ऑरकुट,correct
ऑरवेल,correct
ऑरिजनल,correct
ऑरे,correct
ऑरेंज,incorrect
ऑर्केस्ट्रा,correct
ऑर्ग-,correct
ऑर्गन,correct
ऑर्गनाइ,correct
ऑर्गनाइज,correct
ऑर्गनाइजर,correct
ऑर्गनाइज़,correct
ऑर्गनाइजेशंस,correct
ऑर्गनाइजेशन,incorrect
ऑर्गनाइज्ड,correct
ऑर्गनाइज़,correct
ऑर्गनाइज़ेशन,incorrect
ऑर्गनिक,correct
ऑर्गनीजर्स,correct
ऑर्गन्स,correct
ऑर्गे,correct
ऑर्गेनजा,correct
ऑर्गेनाइज,correct
ऑर्गेनाइजर,correct
ऑर्गेनाइजेशन,incorrect
ऑर्गेनाइज्ड,correct
ऑर्गेनाइस,correct
ऑर्गेनिक,correct
ऑर्गेनिज्म,correct
ऑर्गैनिक,correct
ऑर्ग्नाइजेशंस,correct
ऑर्चा,correct
ऑर्जिनल,correct
ऑर्टोग्राफ,correct
ऑर्डर,correct
ऑर्डरइंग,correct
ऑर्डरी,incorrect
ऑर्डर्स,correct
ऑर्डिंग,incorrect
ऑर्डिक्स,correct
ऑर्डिनरी,correct
ऑर्डियंस,correct
ऑर्णमेंट्स,incorrect
ऑर्थरिटीज,correct
ऑर्थो,correct
ऑर्थोडॉक्स,correct
ऑर्थोडॉक्सबनाता,correct
ऑर्नामेंट्स,incorrect
ऑर्फन,correct
ऑर्फनस,correct
ऑर्बिट,correct
ऑर्स,correct
ऑर्सटेंटल,incorrect
ऑल,correct
ऑल-आउट,correct
ऑल-लाइन,correct
ऑल__,correct
ऑलंपिक,correct
ऑलओवर,correct
ऑलजिस्ट,correct
ऑलजेस,correct
ऑलटरनेट,correct
ऑलटाइम,correct
ऑलदो,correct
ऑलमाइटी,correct
ऑलमेश्ट,correct
ऑलमॉस,correct
ऑलमो,correct
ऑलमोट्स,correct
ऑलमोस,correct
ऑलमोस्,incorrect
ऑलमोस्ट,correct
ऑलमोस्टअअच्छा,correct
ऑलमौस्ट,correct
ऑलराइट,correct
ऑलराउंडर,correct
ऑलरेडी,correct
ऑलर्मोस्ट,incorrect
ऑललाइन,correct
ऑलवेज,correct
ऑलवेजअच्छा,correct
ऑलवेज़,correct
ऑलसो,correct
ऑलिंपिक्स,incorrect
ऑलिव,correct
ऑलीबुड,correct
ऑल्ट,correct
ऑल्टर,correct
ऑल्टरनेट,correct
ऑल्टरनेटिव,correct
ऑल्टो,correct
ऑल्डली,correct
ऑल्डेज,correct
ऑल्मोस्,incorrect
ऑल्मोस्ट,incorrect
ऑल्ररेडी,correct
ऑल्लाइ,correct
ऑल्लाइन,correct
ऑल्सो,correct
ऑव,correct
ऑवजरव,correct
ऑवभीयस,correct
ऑवर,correct
ऑवरकम,correct
ऑवरस,correct
ऑवर्स,correct
ऑविशियली,correct
ऑविसली,correct
ऑविस्स,correct
ऑव्यसली,correct
ऑसम,correct
ऑसर,correct
ऑसिसर,correct
ऑस्कर,correct
ऑस्क्रीम,correct
ऑस्टल,correct
ऑस्ट्रिच,correct
ऑस्ट्रीट,correct
ऑस्ट्रेलियन,incorrect
ऑस्ट्रेलिया,correct
ऑस्ट्रेलिया.हां,incorrect
ऑस्पिटल,correct
ऑस्वाल्ड,correct
ऑफ़,correct
ऑफ़र,correct
ऑफ़र्स,correct
ऑफ़लाइन,correct
ऑफ़िशियल,correct
ऑफ़िशियाल,correct
ऑफ़िसर,correct
ऒर,correct
ओ,correct
ओ'क्लॉक,correct
"ओ,एल",correct
ओ-,correct
ओ-ओपन,correct
ओ-और,correct
ओ-मौज,correct
ओ..मतलब,correct
ओ.एस,correct
ओ.के,correct
ओ.चुप,correct
ओ.टी.पी,correct
ओ.थैंक,incorrect
ओ.पी,correct
ओ.फर्स्ट,correct
ओ.समझदारी,correct
ओ_,correct
ओ_आर_एस,correct
ओ_एम_आर,correct
ओ_एम_जी,correct
ओ_एल_अक्स,correct
ओ_के,correct
ओ_के_,correct
ओ_जी_सांग्स,incorrect
ओ_टी,correct
ओ_टी-,correct
ओ_टी_,correct
ओ_टी_एम,correct
ओ_टी_टी,correct
ओ_टी_पी,correct
ओ_टी_सी,correct
ओ_डि_आई,correct
ओ_डी_आई,correct
ओ_डी_एली,correct
ओ_पी_एस,correct
ओ_पी_डी,correct
ओ_बि_सी,correct
ओ_बी,correct
ओ_बी_सी,correct
ओ_बी_सी_,correct
ओ_माई_गौड,correct
ओ_सी,correct
ओ_सी_आर_एम,correct
ओ_सी_डी,correct
ओं,correct
ओंकार,correct
ओंकारेश्वर,correct
ओंके,correct
ओंगली,correct
ओंगा,correct
ओंगिशी,correct
ओंगे,correct
ओंगेजी,correct
ओंगों,incorrect
ओंट,correct
ओंटिंग,incorrect
ओंथेंटिक,incorrect
ओंधे,correct
ओंधो,correct
ओंन,correct
ओंनसट,correct
ओंस,correct
ओंसे,correct
ओंह,correct
ओअ,correct
ओअअअ,incorrect
ओअच्छा,correct
ओअर,correct
ओआ,correct
ओआरएस,correct
ओआरस,correct
ओइ,correct
ओइट्री,correct
ओइतो,correct
ओइपी,correct
ओइल,correct
ओइलिंग,incorrect
ओइलिस,correct
ओइली,correct
ओइस,correct
ओई,correct
ओईजन,correct
ओईल,correct
ओईली,correct
ओउ,correct
ओउट,correct
ओउन,correct
ओउम,correct
ओउसमें,incorrect
ओऊ,correct
ओए,correct
ओएएफ़,correct
ओएनई,correct
ओएलएक्स,correct
ओएलेक्स,correct
ओएस,correct
ओऐ,correct
ओओ,correct
ओओओ,incorrect
ओओके,correct
ओओ्,incorrect
ओऔर,correct
ओक,correct
"ओक,आप",correct
ओककीं,incorrect
ओकजन,correct
ओकन,correct
ओकपायेड,correct
ओकय,correct
ओकर,correct
ओकरी,correct
ओकर्ड,correct
ओकली,correct
ओकलेट,correct
ओकलेस,correct
ओकवड़नेस,correct
ओकवर्ड,correct
ओकवोर्ड,correct
ओकसीजन,correct
ओका,correct
ओकाम,correct
ओकार्ड,correct
ओकावा,correct
ओकिया,correct
ओकिस,correct
ओकी,correct
ओकीहै,correct
ओकुपिकेशन,correct
ओकुल,correct
ओकू,correct
ओकूपाये,correct
ओके,correct
"ओके,अच्छा",correct
"ओके,आप",correct
"ओके,आपको",correct
"ओके,ओके",correct
"ओके,ओके,चलो",correct
"ओके,कि",correct
"ओके,कोई",correct
"ओके,जी",correct
"ओके,तो",correct
"ओके,नवंबर",correct
"ओके,मैं",incorrect
"ओके,ये",correct
"ओके,योर",correct
"ओके,वैसे",correct
"ओके,हम",correct
ओके-,correct
ओके-ओके,correct
ओके.....ओके,incorrect
ओके...आपका,incorrect
ओकें,incorrect
ओकेओके,correct
ओकेजन,correct
ओकेजनल,correct
ओकेजनलि,correct
ओकेजनली,correct
ओकेजन्स,correct
ओकेज़न,correct
ओकेज़नल,correct
ओकेज़नली,correct
ओकेजी,correct
ओकेट,correct
ओकेन,correct
ओकेय,correct
ओकेशन,correct
ओकेशनल,correct
ओकेशनली,correct
ओकेशसं,correct
ओकेस,correct
ओकेसन,correct
ओकेसे,correct
ओकेस्नल,correct
ओकेह,correct
ओकेै,incorrect
ओकेज़नली,correct
ओके‍,correct
ओकै,correct
ओको,correct
ओकोर्डिन्ग,correct
ओकौड़ी,correct
ओक्,incorrect
ओक्के,correct
ओक्टू,correct
ओक्टूबर,correct
ओक्ट्रो,correct
ओक्य,correct
ओक्यू,correct
ओक्यो,correct
ओक्लोक,correct
ओक्वर्ड,correct
ओक्शन,correct
ओक्स,correct
ओक्सिजन,correct
ओक्सीजन,correct
ओक्सेशन,correct
ओखरा,correct
ओखला,correct
ओखली,correct
ओखा,correct
ओखात,correct
ओखारा,correct
ओखियों,incorrect
ओखीम,correct
ओखे,correct
ओग,correct
ओगज,correct
ओगत,correct
ओगर,correct
ओगरा,correct
ओगरे,correct
ओगर्ननाइज,correct
ओगल,correct
ओगलव,correct
ओगान,correct
ओगियां,incorrect
ओगी,correct
ओगे,correct
ओगेरा,correct
ओगेशनली,correct
ओग्गीन,correct
ओग्र,correct
ओगड़ा,correct
ओच,correct
ओचता,correct
ओचना,correct
ओचा,correct
ओचार,correct
ओचिंग,incorrect
ओचे,correct
ओचोड़ा,correct
ओच्छा,correct
ओज,correct
ओजन,correct
ओजना,correct
ओजला,correct
ओज़,correct
ओज़ारे,correct
ओज़ोन,correct
ओजा,correct
ओजार,correct
ओजारो,correct
ओजारों,incorrect
ओजावट,correct
ओजी,correct
ओजीटी,correct
ओजे,correct
ओजेक्सी,correct
ओजो,correct
ओजोन,correct
ओझ,correct
ओझल,correct
ओझवाली,correct
ओझा,correct
ओट,correct
ओटडोर,correct
ओटन,correct
ओटफिट्स,correct
ओटम,correct
ओटमेट,correct
ओटर,correct
ओटल,correct
ओटला,correct
ओटवांट,incorrect
ओटसब,correct
ओटा,correct
ओटिंग,incorrect
ओटिक्की,correct
ओटिजम,correct
ओटियों,incorrect
ओटी,correct
ओटीजी,correct
ओटीजीवक्त,correct
ओटीटी,correct
ओटीपी,correct
ओटे,correct
ओटेतटी,correct
ओटो,correct
"ओटो,बस",correct
ओटों,incorrect
ओटोग्र,correct
ओटोग्राफ,correct
ओटोग्राफी,correct
ओटोग्राफ्स,correct
ओटोमेटिक,correct
ओटोमेटिकली,correct
ओटोमोबाइल,correct
ओट्क्स,correct
